Accession	Virus Name	Submitter Affiliation	Submitter Names	dataset
ON647647.1	SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-BJ45/2022	University of Cape Town and National Health Laboratory Service, Department of Pathology, Faculty of Health Sciences	Viana,R.,Moyo,S.,Amoako,D.G.,Tegally,H.,Scheepers,C.,Althaus,C.L.,Anyaneji,U.J.,Bester,P.A.,Boni,M.F.,Chand,M.,Choga,W.T.,Colquhoun,R.,Davids,M.,Deforche,K.,Doolabh,D.,du Plessis,L.,Engelbrecht,S.,Everatt,J.,Giandhari,J.,Giovanetti,M.,Hardie,D.,Hill,V.,Hsiao,N.Y.,Iranzadeh,A.,Ismail,A.,Joseph,C.,Joseph,R.,Koopile,L.,Kosakovsky Pond,S.L.,Kraemer,M.U.G.,Kuate-Lere,L.,Laguda-Akingba,O.,Lesetedi-Mafoko,O.,Lessells,R.J.,Lockman,S.,Lucaci,A.G.,Maharaj,A.,Mahlangu,B.,Maponga,T.,Mahlakwane,K.,Makatini,Z.,Marais,G.,Maruapula,D.,Masupu,K.,Matshaba,M.,Mayaphi,S.,Mbhele,N.,Mbulawa,M.B.,Mendes,A.,Mlisana,K.,Mnguni,A.,Mohale,T.,Moir,M.,Moruisi,K.,Mosepele,M.,Motsatsi,G.,Motswaledi,M.S.,Mphoyakgosi,T.,Msomi,N.,Mwangi,P.N.,Naidoo,Y.,Ntuli,N.,Nyaga,M.,Olubayo,L.,Pillay,S.,Radibe,B.,Ramphal,Y.,Ramphal,U.,San,J.E.,Scott,L.,Shapiro,R.,Singh,L.,Smith-Lawrence,P.,Stevens,W.,Strydom,A.,Subramoney,K.,Tebeila,N.,Tshiabuila,D.,Tsui,J.,van Wyk,S.,Weaver,S.,Wibmer,C.K.,Wilkinson,E.,Wolter,N.,Zarebski,A.E.,Zuze,B.,Goedhals,D.,Preiser,W.,Treurnicht,F.,Venter,M.,Williamson,C.,Pybus,O.G.,Bhiman,J.,Glass,A.,Martin,D.P.,Rambaut,A.,Gaseitsiwe,S.,von Gottberg,A.,de Oliveira,T.,Olubayo,L.A.I.,Tyers,L.,Galvao,B.,Mudau,I.,Hsiao,M.,Korsman,S.,James,E.S.	sars-cov-2-2022-2023
ON647632.1	SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-BJ30/2022	University of Cape Town and National Health Laboratory Service, Department of Pathology, Faculty of Health Sciences	Viana,R.,Moyo,S.,Amoako,D.G.,Tegally,H.,Scheepers,C.,Althaus,C.L.,Anyaneji,U.J.,Bester,P.A.,Boni,M.F.,Chand,M.,Choga,W.T.,Colquhoun,R.,Davids,M.,Deforche,K.,Doolabh,D.,du Plessis,L.,Engelbrecht,S.,Everatt,J.,Giandhari,J.,Giovanetti,M.,Hardie,D.,Hill,V.,Hsiao,N.Y.,Iranzadeh,A.,Ismail,A.,Joseph,C.,Joseph,R.,Koopile,L.,Kosakovsky Pond,S.L.,Kraemer,M.U.G.,Kuate-Lere,L.,Laguda-Akingba,O.,Lesetedi-Mafoko,O.,Lessells,R.J.,Lockman,S.,Lucaci,A.G.,Maharaj,A.,Mahlangu,B.,Maponga,T.,Mahlakwane,K.,Makatini,Z.,Marais,G.,Maruapula,D.,Masupu,K.,Matshaba,M.,Mayaphi,S.,Mbhele,N.,Mbulawa,M.B.,Mendes,A.,Mlisana,K.,Mnguni,A.,Mohale,T.,Moir,M.,Moruisi,K.,Mosepele,M.,Motsatsi,G.,Motswaledi,M.S.,Mphoyakgosi,T.,Msomi,N.,Mwangi,P.N.,Naidoo,Y.,Ntuli,N.,Nyaga,M.,Olubayo,L.,Pillay,S.,Radibe,B.,Ramphal,Y.,Ramphal,U.,San,J.E.,Scott,L.,Shapiro,R.,Singh,L.,Smith-Lawrence,P.,Stevens,W.,Strydom,A.,Subramoney,K.,Tebeila,N.,Tshiabuila,D.,Tsui,J.,van Wyk,S.,Weaver,S.,Wibmer,C.K.,Wilkinson,E.,Wolter,N.,Zarebski,A.E.,Zuze,B.,Goedhals,D.,Preiser,W.,Treurnicht,F.,Venter,M.,Williamson,C.,Pybus,O.G.,Bhiman,J.,Glass,A.,Martin,D.P.,Rambaut,A.,Gaseitsiwe,S.,von Gottberg,A.,de Oliveira,T.,Olubayo,L.A.I.,Tyers,L.,Galvao,B.,Mudau,I.,Hsiao,M.,Korsman,S.,James,E.S.	sars-cov-2-2022-2023
ON647591.1	SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-BJ19/2022	University of Cape Town and National Health Laboratory Service, Department of Pathology, Faculty of Health Sciences	Viana,R.,Moyo,S.,Amoako,D.G.,Tegally,H.,Scheepers,C.,Althaus,C.L.,Anyaneji,U.J.,Bester,P.A.,Boni,M.F.,Chand,M.,Choga,W.T.,Colquhoun,R.,Davids,M.,Deforche,K.,Doolabh,D.,du Plessis,L.,Engelbrecht,S.,Everatt,J.,Giandhari,J.,Giovanetti,M.,Hardie,D.,Hill,V.,Hsiao,N.Y.,Iranzadeh,A.,Ismail,A.,Joseph,C.,Joseph,R.,Koopile,L.,Kosakovsky Pond,S.L.,Kraemer,M.U.G.,Kuate-Lere,L.,Laguda-Akingba,O.,Lesetedi-Mafoko,O.,Lessells,R.J.,Lockman,S.,Lucaci,A.G.,Maharaj,A.,Mahlangu,B.,Maponga,T.,Mahlakwane,K.,Makatini,Z.,Marais,G.,Maruapula,D.,Masupu,K.,Matshaba,M.,Mayaphi,S.,Mbhele,N.,Mbulawa,M.B.,Mendes,A.,Mlisana,K.,Mnguni,A.,Mohale,T.,Moir,M.,Moruisi,K.,Mosepele,M.,Motsatsi,G.,Motswaledi,M.S.,Mphoyakgosi,T.,Msomi,N.,Mwangi,P.N.,Naidoo,Y.,Ntuli,N.,Nyaga,M.,Olubayo,L.,Pillay,S.,Radibe,B.,Ramphal,Y.,Ramphal,U.,San,J.E.,Scott,L.,Shapiro,R.,Singh,L.,Smith-Lawrence,P.,Stevens,W.,Strydom,A.,Subramoney,K.,Tebeila,N.,Tshiabuila,D.,Tsui,J.,van Wyk,S.,Weaver,S.,Wibmer,C.K.,Wilkinson,E.,Wolter,N.,Zarebski,A.E.,Zuze,B.,Goedhals,D.,Preiser,W.,Treurnicht,F.,Venter,M.,Williamson,C.,Pybus,O.G.,Bhiman,J.,Glass,A.,Martin,D.P.,Rambaut,A.,Gaseitsiwe,S.,von Gottberg,A.,de Oliveira,T.,Olubayo,L.A.I.,Tyers,L.,Galvao,B.,Mudau,I.,Hsiao,M.,Korsman,S.,James,E.S.	sars-cov-2-2022-2023
ON647590.1	SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-BJ18/2022	University of Cape Town and National Health Laboratory Service, Department of Pathology, Faculty of Health Sciences	Viana,R.,Moyo,S.,Amoako,D.G.,Tegally,H.,Scheepers,C.,Althaus,C.L.,Anyaneji,U.J.,Bester,P.A.,Boni,M.F.,Chand,M.,Choga,W.T.,Colquhoun,R.,Davids,M.,Deforche,K.,Doolabh,D.,du Plessis,L.,Engelbrecht,S.,Everatt,J.,Giandhari,J.,Giovanetti,M.,Hardie,D.,Hill,V.,Hsiao,N.Y.,Iranzadeh,A.,Ismail,A.,Joseph,C.,Joseph,R.,Koopile,L.,Kosakovsky Pond,S.L.,Kraemer,M.U.G.,Kuate-Lere,L.,Laguda-Akingba,O.,Lesetedi-Mafoko,O.,Lessells,R.J.,Lockman,S.,Lucaci,A.G.,Maharaj,A.,Mahlangu,B.,Maponga,T.,Mahlakwane,K.,Makatini,Z.,Marais,G.,Maruapula,D.,Masupu,K.,Matshaba,M.,Mayaphi,S.,Mbhele,N.,Mbulawa,M.B.,Mendes,A.,Mlisana,K.,Mnguni,A.,Mohale,T.,Moir,M.,Moruisi,K.,Mosepele,M.,Motsatsi,G.,Motswaledi,M.S.,Mphoyakgosi,T.,Msomi,N.,Mwangi,P.N.,Naidoo,Y.,Ntuli,N.,Nyaga,M.,Olubayo,L.,Pillay,S.,Radibe,B.,Ramphal,Y.,Ramphal,U.,San,J.E.,Scott,L.,Shapiro,R.,Singh,L.,Smith-Lawrence,P.,Stevens,W.,Strydom,A.,Subramoney,K.,Tebeila,N.,Tshiabuila,D.,Tsui,J.,van Wyk,S.,Weaver,S.,Wibmer,C.K.,Wilkinson,E.,Wolter,N.,Zarebski,A.E.,Zuze,B.,Goedhals,D.,Preiser,W.,Treurnicht,F.,Venter,M.,Williamson,C.,Pybus,O.G.,Bhiman,J.,Glass,A.,Martin,D.P.,Rambaut,A.,Gaseitsiwe,S.,von Gottberg,A.,de Oliveira,T.,Olubayo,L.A.I.,Tyers,L.,Galvao,B.,Mudau,I.,Hsiao,M.,Korsman,S.,James,E.S.	sars-cov-2-2022-2023
ON647579.1	SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-BJ05/2022	University of Cape Town and National Health Laboratory Service, Department of Pathology, Faculty of Health Sciences	Viana,R.,Moyo,S.,Amoako,D.G.,Tegally,H.,Scheepers,C.,Althaus,C.L.,Anyaneji,U.J.,Bester,P.A.,Boni,M.F.,Chand,M.,Choga,W.T.,Colquhoun,R.,Davids,M.,Deforche,K.,Doolabh,D.,du Plessis,L.,Engelbrecht,S.,Everatt,J.,Giandhari,J.,Giovanetti,M.,Hardie,D.,Hill,V.,Hsiao,N.Y.,Iranzadeh,A.,Ismail,A.,Joseph,C.,Joseph,R.,Koopile,L.,Kosakovsky Pond,S.L.,Kraemer,M.U.G.,Kuate-Lere,L.,Laguda-Akingba,O.,Lesetedi-Mafoko,O.,Lessells,R.J.,Lockman,S.,Lucaci,A.G.,Maharaj,A.,Mahlangu,B.,Maponga,T.,Mahlakwane,K.,Makatini,Z.,Marais,G.,Maruapula,D.,Masupu,K.,Matshaba,M.,Mayaphi,S.,Mbhele,N.,Mbulawa,M.B.,Mendes,A.,Mlisana,K.,Mnguni,A.,Mohale,T.,Moir,M.,Moruisi,K.,Mosepele,M.,Motsatsi,G.,Motswaledi,M.S.,Mphoyakgosi,T.,Msomi,N.,Mwangi,P.N.,Naidoo,Y.,Ntuli,N.,Nyaga,M.,Olubayo,L.,Pillay,S.,Radibe,B.,Ramphal,Y.,Ramphal,U.,San,J.E.,Scott,L.,Shapiro,R.,Singh,L.,Smith-Lawrence,P.,Stevens,W.,Strydom,A.,Subramoney,K.,Tebeila,N.,Tshiabuila,D.,Tsui,J.,van Wyk,S.,Weaver,S.,Wibmer,C.K.,Wilkinson,E.,Wolter,N.,Zarebski,A.E.,Zuze,B.,Goedhals,D.,Preiser,W.,Treurnicht,F.,Venter,M.,Williamson,C.,Pybus,O.G.,Bhiman,J.,Glass,A.,Martin,D.P.,Rambaut,A.,Gaseitsiwe,S.,von Gottberg,A.,de Oliveira,T.,Olubayo,L.A.I.,Tyers,L.,Galvao,B.,Mudau,I.,Hsiao,M.,Korsman,S.,James,E.S.	sars-cov-2-2022-2023
ON647578.1	SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-BJ04/2022	University of Cape Town and National Health Laboratory Service, Department of Pathology, Faculty of Health Sciences	Viana,R.,Moyo,S.,Amoako,D.G.,Tegally,H.,Scheepers,C.,Althaus,C.L.,Anyaneji,U.J.,Bester,P.A.,Boni,M.F.,Chand,M.,Choga,W.T.,Colquhoun,R.,Davids,M.,Deforche,K.,Doolabh,D.,du Plessis,L.,Engelbrecht,S.,Everatt,J.,Giandhari,J.,Giovanetti,M.,Hardie,D.,Hill,V.,Hsiao,N.Y.,Iranzadeh,A.,Ismail,A.,Joseph,C.,Joseph,R.,Koopile,L.,Kosakovsky Pond,S.L.,Kraemer,M.U.G.,Kuate-Lere,L.,Laguda-Akingba,O.,Lesetedi-Mafoko,O.,Lessells,R.J.,Lockman,S.,Lucaci,A.G.,Maharaj,A.,Mahlangu,B.,Maponga,T.,Mahlakwane,K.,Makatini,Z.,Marais,G.,Maruapula,D.,Masupu,K.,Matshaba,M.,Mayaphi,S.,Mbhele,N.,Mbulawa,M.B.,Mendes,A.,Mlisana,K.,Mnguni,A.,Mohale,T.,Moir,M.,Moruisi,K.,Mosepele,M.,Motsatsi,G.,Motswaledi,M.S.,Mphoyakgosi,T.,Msomi,N.,Mwangi,P.N.,Naidoo,Y.,Ntuli,N.,Nyaga,M.,Olubayo,L.,Pillay,S.,Radibe,B.,Ramphal,Y.,Ramphal,U.,San,J.E.,Scott,L.,Shapiro,R.,Singh,L.,Smith-Lawrence,P.,Stevens,W.,Strydom,A.,Subramoney,K.,Tebeila,N.,Tshiabuila,D.,Tsui,J.,van Wyk,S.,Weaver,S.,Wibmer,C.K.,Wilkinson,E.,Wolter,N.,Zarebski,A.E.,Zuze,B.,Goedhals,D.,Preiser,W.,Treurnicht,F.,Venter,M.,Williamson,C.,Pybus,O.G.,Bhiman,J.,Glass,A.,Martin,D.P.,Rambaut,A.,Gaseitsiwe,S.,von Gottberg,A.,de Oliveira,T.,Olubayo,L.A.I.,Tyers,L.,Galvao,B.,Mudau,I.,Hsiao,M.,Korsman,S.,James,E.S.	sars-cov-2-2022-2023
ON647574.1	SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-BI99/2022	University of Cape Town and National Health Laboratory Service, Department of Pathology, Faculty of Health Sciences	Viana,R.,Moyo,S.,Amoako,D.G.,Tegally,H.,Scheepers,C.,Althaus,C.L.,Anyaneji,U.J.,Bester,P.A.,Boni,M.F.,Chand,M.,Choga,W.T.,Colquhoun,R.,Davids,M.,Deforche,K.,Doolabh,D.,du Plessis,L.,Engelbrecht,S.,Everatt,J.,Giandhari,J.,Giovanetti,M.,Hardie,D.,Hill,V.,Hsiao,N.Y.,Iranzadeh,A.,Ismail,A.,Joseph,C.,Joseph,R.,Koopile,L.,Kosakovsky Pond,S.L.,Kraemer,M.U.G.,Kuate-Lere,L.,Laguda-Akingba,O.,Lesetedi-Mafoko,O.,Lessells,R.J.,Lockman,S.,Lucaci,A.G.,Maharaj,A.,Mahlangu,B.,Maponga,T.,Mahlakwane,K.,Makatini,Z.,Marais,G.,Maruapula,D.,Masupu,K.,Matshaba,M.,Mayaphi,S.,Mbhele,N.,Mbulawa,M.B.,Mendes,A.,Mlisana,K.,Mnguni,A.,Mohale,T.,Moir,M.,Moruisi,K.,Mosepele,M.,Motsatsi,G.,Motswaledi,M.S.,Mphoyakgosi,T.,Msomi,N.,Mwangi,P.N.,Naidoo,Y.,Ntuli,N.,Nyaga,M.,Olubayo,L.,Pillay,S.,Radibe,B.,Ramphal,Y.,Ramphal,U.,San,J.E.,Scott,L.,Shapiro,R.,Singh,L.,Smith-Lawrence,P.,Stevens,W.,Strydom,A.,Subramoney,K.,Tebeila,N.,Tshiabuila,D.,Tsui,J.,van Wyk,S.,Weaver,S.,Wibmer,C.K.,Wilkinson,E.,Wolter,N.,Zarebski,A.E.,Zuze,B.,Goedhals,D.,Preiser,W.,Treurnicht,F.,Venter,M.,Williamson,C.,Pybus,O.G.,Bhiman,J.,Glass,A.,Martin,D.P.,Rambaut,A.,Gaseitsiwe,S.,von Gottberg,A.,de Oliveira,T.,Olubayo,L.A.I.,Tyers,L.,Galvao,B.,Mudau,I.,Hsiao,M.,Korsman,S.,James,E.S.	sars-cov-2-2022-2023
ON647567.1	SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-BI92/2022	University of Cape Town and National Health Laboratory Service, Department of Pathology, Faculty of Health Sciences	Viana,R.,Moyo,S.,Amoako,D.G.,Tegally,H.,Scheepers,C.,Althaus,C.L.,Anyaneji,U.J.,Bester,P.A.,Boni,M.F.,Chand,M.,Choga,W.T.,Colquhoun,R.,Davids,M.,Deforche,K.,Doolabh,D.,du Plessis,L.,Engelbrecht,S.,Everatt,J.,Giandhari,J.,Giovanetti,M.,Hardie,D.,Hill,V.,Hsiao,N.Y.,Iranzadeh,A.,Ismail,A.,Joseph,C.,Joseph,R.,Koopile,L.,Kosakovsky Pond,S.L.,Kraemer,M.U.G.,Kuate-Lere,L.,Laguda-Akingba,O.,Lesetedi-Mafoko,O.,Lessells,R.J.,Lockman,S.,Lucaci,A.G.,Maharaj,A.,Mahlangu,B.,Maponga,T.,Mahlakwane,K.,Makatini,Z.,Marais,G.,Maruapula,D.,Masupu,K.,Matshaba,M.,Mayaphi,S.,Mbhele,N.,Mbulawa,M.B.,Mendes,A.,Mlisana,K.,Mnguni,A.,Mohale,T.,Moir,M.,Moruisi,K.,Mosepele,M.,Motsatsi,G.,Motswaledi,M.S.,Mphoyakgosi,T.,Msomi,N.,Mwangi,P.N.,Naidoo,Y.,Ntuli,N.,Nyaga,M.,Olubayo,L.,Pillay,S.,Radibe,B.,Ramphal,Y.,Ramphal,U.,San,J.E.,Scott,L.,Shapiro,R.,Singh,L.,Smith-Lawrence,P.,Stevens,W.,Strydom,A.,Subramoney,K.,Tebeila,N.,Tshiabuila,D.,Tsui,J.,van Wyk,S.,Weaver,S.,Wibmer,C.K.,Wilkinson,E.,Wolter,N.,Zarebski,A.E.,Zuze,B.,Goedhals,D.,Preiser,W.,Treurnicht,F.,Venter,M.,Williamson,C.,Pybus,O.G.,Bhiman,J.,Glass,A.,Martin,D.P.,Rambaut,A.,Gaseitsiwe,S.,von Gottberg,A.,de Oliveira,T.,Olubayo,L.A.I.,Tyers,L.,Galvao,B.,Mudau,I.,Hsiao,M.,Korsman,S.,James,E.S.	sars-cov-2-2022-2023
ON647555.1	SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GP-O805/2022	University of Cape Town and National Health Laboratory Service, Department of Pathology, Faculty of Health Sciences	Viana,R.,Moyo,S.,Amoako,D.G.,Tegally,H.,Scheepers,C.,Althaus,C.L.,Anyaneji,U.J.,Bester,P.A.,Boni,M.F.,Chand,M.,Choga,W.T.,Colquhoun,R.,Davids,M.,Deforche,K.,Doolabh,D.,du Plessis,L.,Engelbrecht,S.,Everatt,J.,Giandhari,J.,Giovanetti,M.,Hardie,D.,Hill,V.,Hsiao,N.Y.,Iranzadeh,A.,Ismail,A.,Joseph,C.,Joseph,R.,Koopile,L.,Kosakovsky Pond,S.L.,Kraemer,M.U.G.,Kuate-Lere,L.,Laguda-Akingba,O.,Lesetedi-Mafoko,O.,Lessells,R.J.,Lockman,S.,Lucaci,A.G.,Maharaj,A.,Mahlangu,B.,Maponga,T.,Mahlakwane,K.,Makatini,Z.,Marais,G.,Maruapula,D.,Masupu,K.,Matshaba,M.,Mayaphi,S.,Mbhele,N.,Mbulawa,M.B.,Mendes,A.,Mlisana,K.,Mnguni,A.,Mohale,T.,Moir,M.,Moruisi,K.,Mosepele,M.,Motsatsi,G.,Motswaledi,M.S.,Mphoyakgosi,T.,Msomi,N.,Mwangi,P.N.,Naidoo,Y.,Ntuli,N.,Nyaga,M.,Olubayo,L.,Pillay,S.,Radibe,B.,Ramphal,Y.,Ramphal,U.,San,J.E.,Scott,L.,Shapiro,R.,Singh,L.,Smith-Lawrence,P.,Stevens,W.,Strydom,A.,Subramoney,K.,Tebeila,N.,Tshiabuila,D.,Tsui,J.,van Wyk,S.,Weaver,S.,Wibmer,C.K.,Wilkinson,E.,Wolter,N.,Zarebski,A.E.,Zuze,B.,Goedhals,D.,Preiser,W.,Treurnicht,F.,Venter,M.,Williamson,C.,Pybus,O.G.,Bhiman,J.,Glass,A.,Martin,D.P.,Rambaut,A.,Gaseitsiwe,S.,von Gottberg,A.,de Oliveira,T.,Olubayo,L.A.I.,Tyers,L.,Galvao,B.,Mudau,I.,Hsiao,M.,Korsman,S.,James,E.S.	sars-cov-2-2022-2023
ON647553.1	SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GP-O803/2022	University of Cape Town and National Health Laboratory Service, Department of Pathology, Faculty of Health Sciences	Viana,R.,Moyo,S.,Amoako,D.G.,Tegally,H.,Scheepers,C.,Althaus,C.L.,Anyaneji,U.J.,Bester,P.A.,Boni,M.F.,Chand,M.,Choga,W.T.,Colquhoun,R.,Davids,M.,Deforche,K.,Doolabh,D.,du Plessis,L.,Engelbrecht,S.,Everatt,J.,Giandhari,J.,Giovanetti,M.,Hardie,D.,Hill,V.,Hsiao,N.Y.,Iranzadeh,A.,Ismail,A.,Joseph,C.,Joseph,R.,Koopile,L.,Kosakovsky Pond,S.L.,Kraemer,M.U.G.,Kuate-Lere,L.,Laguda-Akingba,O.,Lesetedi-Mafoko,O.,Lessells,R.J.,Lockman,S.,Lucaci,A.G.,Maharaj,A.,Mahlangu,B.,Maponga,T.,Mahlakwane,K.,Makatini,Z.,Marais,G.,Maruapula,D.,Masupu,K.,Matshaba,M.,Mayaphi,S.,Mbhele,N.,Mbulawa,M.B.,Mendes,A.,Mlisana,K.,Mnguni,A.,Mohale,T.,Moir,M.,Moruisi,K.,Mosepele,M.,Motsatsi,G.,Motswaledi,M.S.,Mphoyakgosi,T.,Msomi,N.,Mwangi,P.N.,Naidoo,Y.,Ntuli,N.,Nyaga,M.,Olubayo,L.,Pillay,S.,Radibe,B.,Ramphal,Y.,Ramphal,U.,San,J.E.,Scott,L.,Shapiro,R.,Singh,L.,Smith-Lawrence,P.,Stevens,W.,Strydom,A.,Subramoney,K.,Tebeila,N.,Tshiabuila,D.,Tsui,J.,van Wyk,S.,Weaver,S.,Wibmer,C.K.,Wilkinson,E.,Wolter,N.,Zarebski,A.E.,Zuze,B.,Goedhals,D.,Preiser,W.,Treurnicht,F.,Venter,M.,Williamson,C.,Pybus,O.G.,Bhiman,J.,Glass,A.,Martin,D.P.,Rambaut,A.,Gaseitsiwe,S.,von Gottberg,A.,de Oliveira,T.,Olubayo,L.A.I.,Tyers,L.,Galvao,B.,Mudau,I.,Hsiao,M.,Korsman,S.,James,E.S.	sars-cov-2-2022-2023
ON647547.1	SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GP-O785/2022	University of Cape Town and National Health Laboratory Service, Department of Pathology, Faculty of Health Sciences	Viana,R.,Moyo,S.,Amoako,D.G.,Tegally,H.,Scheepers,C.,Althaus,C.L.,Anyaneji,U.J.,Bester,P.A.,Boni,M.F.,Chand,M.,Choga,W.T.,Colquhoun,R.,Davids,M.,Deforche,K.,Doolabh,D.,du Plessis,L.,Engelbrecht,S.,Everatt,J.,Giandhari,J.,Giovanetti,M.,Hardie,D.,Hill,V.,Hsiao,N.Y.,Iranzadeh,A.,Ismail,A.,Joseph,C.,Joseph,R.,Koopile,L.,Kosakovsky Pond,S.L.,Kraemer,M.U.G.,Kuate-Lere,L.,Laguda-Akingba,O.,Lesetedi-Mafoko,O.,Lessells,R.J.,Lockman,S.,Lucaci,A.G.,Maharaj,A.,Mahlangu,B.,Maponga,T.,Mahlakwane,K.,Makatini,Z.,Marais,G.,Maruapula,D.,Masupu,K.,Matshaba,M.,Mayaphi,S.,Mbhele,N.,Mbulawa,M.B.,Mendes,A.,Mlisana,K.,Mnguni,A.,Mohale,T.,Moir,M.,Moruisi,K.,Mosepele,M.,Motsatsi,G.,Motswaledi,M.S.,Mphoyakgosi,T.,Msomi,N.,Mwangi,P.N.,Naidoo,Y.,Ntuli,N.,Nyaga,M.,Olubayo,L.,Pillay,S.,Radibe,B.,Ramphal,Y.,Ramphal,U.,San,J.E.,Scott,L.,Shapiro,R.,Singh,L.,Smith-Lawrence,P.,Stevens,W.,Strydom,A.,Subramoney,K.,Tebeila,N.,Tshiabuila,D.,Tsui,J.,van Wyk,S.,Weaver,S.,Wibmer,C.K.,Wilkinson,E.,Wolter,N.,Zarebski,A.E.,Zuze,B.,Goedhals,D.,Preiser,W.,Treurnicht,F.,Venter,M.,Williamson,C.,Pybus,O.G.,Bhiman,J.,Glass,A.,Martin,D.P.,Rambaut,A.,Gaseitsiwe,S.,von Gottberg,A.,de Oliveira,T.,Olubayo,L.A.I.,Tyers,L.,Galvao,B.,Mudau,I.,Hsiao,M.,Korsman,S.,James,E.S.	sars-cov-2-2022-2023
ON647502.1	SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GP-O616/2022	University of Cape Town and National Health Laboratory Service, Department of Pathology, Faculty of Health Sciences	Viana,R.,Moyo,S.,Amoako,D.G.,Tegally,H.,Scheepers,C.,Althaus,C.L.,Anyaneji,U.J.,Bester,P.A.,Boni,M.F.,Chand,M.,Choga,W.T.,Colquhoun,R.,Davids,M.,Deforche,K.,Doolabh,D.,du Plessis,L.,Engelbrecht,S.,Everatt,J.,Giandhari,J.,Giovanetti,M.,Hardie,D.,Hill,V.,Hsiao,N.Y.,Iranzadeh,A.,Ismail,A.,Joseph,C.,Joseph,R.,Koopile,L.,Kosakovsky Pond,S.L.,Kraemer,M.U.G.,Kuate-Lere,L.,Laguda-Akingba,O.,Lesetedi-Mafoko,O.,Lessells,R.J.,Lockman,S.,Lucaci,A.G.,Maharaj,A.,Mahlangu,B.,Maponga,T.,Mahlakwane,K.,Makatini,Z.,Marais,G.,Maruapula,D.,Masupu,K.,Matshaba,M.,Mayaphi,S.,Mbhele,N.,Mbulawa,M.B.,Mendes,A.,Mlisana,K.,Mnguni,A.,Mohale,T.,Moir,M.,Moruisi,K.,Mosepele,M.,Motsatsi,G.,Motswaledi,M.S.,Mphoyakgosi,T.,Msomi,N.,Mwangi,P.N.,Naidoo,Y.,Ntuli,N.,Nyaga,M.,Olubayo,L.,Pillay,S.,Radibe,B.,Ramphal,Y.,Ramphal,U.,San,J.E.,Scott,L.,Shapiro,R.,Singh,L.,Smith-Lawrence,P.,Stevens,W.,Strydom,A.,Subramoney,K.,Tebeila,N.,Tshiabuila,D.,Tsui,J.,van Wyk,S.,Weaver,S.,Wibmer,C.K.,Wilkinson,E.,Wolter,N.,Zarebski,A.E.,Zuze,B.,Goedhals,D.,Preiser,W.,Treurnicht,F.,Venter,M.,Williamson,C.,Pybus,O.G.,Bhiman,J.,Glass,A.,Martin,D.P.,Rambaut,A.,Gaseitsiwe,S.,von Gottberg,A.,de Oliveira,T.,Olubayo,L.A.I.,Tyers,L.,Galvao,B.,Mudau,I.,Hsiao,M.,Korsman,S.,James,E.S.	sars-cov-2-2022-2023
